returnModelSpace	从族编辑器返回
BaseDraw_DrawBaseSettle	显示各类基础的沉降计算结果
BaseDraw_DisSp	显示有限元节点的位移变形图
BaseDraw_DisSp2D	显示有限元节点的位移变形图(二维)
BaseDraw_SetSp	显示有限元单元的沉降变形图
BaseDraw_BasePunch	显示冲切、剪切验算结果
BaseDraw_BaseCenterCheck	显示筏板重心校核结果
BaseDraw_FloatStability	显示筏板抗浮稳定验算结果
BaseDraw_FloatStabilityFsb	显示防水板抗浮稳定验算结果
BaseDraw_BaseSteel	显示基本模型的配筋简图
BaseDraw_BaseSteelFsb	显示防水板模型的配筋简图
BaseDraw_BaseOutputTxt	输出文本结果(jc*.out)
BaseDraw_ReportDoc	生成Word版送审报告(.docx)
BaseDraw_ReportDocOption	可选择送审报告中输出设计结果简图
BaseDraw_OutputMemberInfoTxt	输出构件设计的过程(*.out)
BaseDraw_BaseFlotage	防水板设计、计算及结果查看
BaseDraw_DrawDengzhixian	在当前视图中画等值线
BaseDraw_Draw2DYuntu	在当前视图中做颜色填充
BaseDraw_BaseReadData	直接读入上次计算结果
BaseDraw_VTK	VTK显示有限元计算结果
BaseDraw_OpenJcFolder	打开设计结果文件夹
BaseDraw_OpenBaseFile	<RcImage Name="RCDATA_OPEN" />       </MenuMacro>       <MenuMacro UID="ID_BaseDraw_CloseBaseFile">         <Command>BaseDraw_CloseBaseFile</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_417" />       </MenuMacro>       <MenuMacro UID="ID_BaseDraw_DirectCalcu">         <Command>BaseDraw_DirectCalcu</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_507"/>       </MenuMacro>       <MenuMacro UID="ID_BaseDraw_DrawMeshPre">         <Command>BaseDraw_DrawMeshPre</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_WIPEOUT" />       </MenuMacro>       <MenuMacro UID="ID_cmdmngr_yjkmnglib">         <Command>cmdmngr_yjkmnglib</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_cmdmngr_yjkloadlib">         <Command>cmdmngr_yjkloadlib</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_cmdmngr_yjkunloadlib">         <Command>cmdmngr_yjkunloadlib</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_cmdmngr_yjkListLib">         <Command>cmdmngr_yjkListLib</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_stdplan_openproj">         <Command>stdplan_openproj</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_stdplan_drawplan">         <Command>stdplan_drawplan</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Layer3dSet">         <Command>XSteel_Layer3dSet</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\三维图层</HelpRef>         <RcImage Name="RCDATA_323"/>       </MenuMacro>       <MenuMacro UID="ID_XSteel_LayerSet">         <Command>XSteel_LayerSet</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\图层设置</HelpRef>         <RcImage Name="RCDATA_562" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Read">         <Command>XSteel_Read</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\读旧数据</HelpRef>         <RcImage Name="RCDATA_NEW" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ColColPara">         <Command>XSteel_ColColPara</Command>         <HelpString UID="导入参数"/>         <HelpRef>钢结构详图\导入参数</HelpRef>         <RcImage Name="RCDATA_452" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Load">         <Command>XSteel_Load</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\导入模型</HelpRef>         <RcImage Name="RCDATA_703" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_MergeRod">         <Command>XSteel_MergeRod</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\杆件合并</HelpRef>         <RcImage Name="RCDATA_352" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_BreakRod">         <Command>XSteel_BreakRod</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\杆件打断</HelpRef>         <RcImage Name="RCDATA_352" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_LoadData">         <Command>XSteel_LoadData</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\导入设计</HelpRef>         <RcImage Name="RCDATA_508" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Parameter">         <Command>XSteel_Parameter</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全局参数</HelpRef>         <RcImage Name="RCDATA_452" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ParameterNode">         <Command>XSteel_ParameterNode</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点设置</HelpRef>         <RcImage Name="RCDATA_301" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Design">         <Command>XSteel_Design</Command>         <HelpString UID="钢结构施工图\"/>         <HelpRef>钢结构详图\节点设计</HelpRef>         <RcImage Name="RCDATA_507" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DesignPart">         <Command>XSteel_DesignPart</Command>         <HelpString UID="钢结构施工图\"/>         <HelpRef>钢结构详图\节点设计</HelpRef>         <RcImage Name="RCDATA_507" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ShowNode3dAll">         <Command>XSteel_ShowNode3dAll</Command>         <HelpString UID="全楼显示\"/>         <HelpRef>钢结构详图\三维显示</HelpRef>         <RcImage Name="RCDATA_1180" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ShowNode3dBySelect">         <Command>XSteel_ShowNode3dBySelect</Command>         <HelpString UID="选择显示\"/>         <HelpRef>钢结构详图\三维显示</HelpRef>         <RcImage Name="RCDATA_1181" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_NodeCheckOne">         <Command>XSteel_NodeCheckOne</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\计算书</HelpRef>         <RcImage Name="RCDATA_1185" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_NodeReDesignOne">         <Command>XSteel_NodeReDesignOne</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点编辑</HelpRef>         <RcImage Name="RCDATA_1184" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_NodeModifyOne">         <Command>XSteel_NodeModifyOne</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点编辑</HelpRef>         <RcImage Name="RCDATA_290" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_TxtCal">         <Command>XSteel_TxtCal</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\计算书</HelpRef>         <RcImage Name="RCDATA_1186" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_NodeNumber">         <Command>XSteel_NodeNumber</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\示意图归并</HelpRef>         <RcImage Name="RCDATA_611" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopPlan">         <Command>XSteel_DwgShopPlan</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\平立面图</HelpRef>         <RcImage Name="RCDATA_WINCAS" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeToolBox">         <Command>XSteel_DwgShopNodeToolBox</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\施工图</HelpRef>         <RcImage Name="RCDATA_WINCAS" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNode">         <Command>XSteel_DwgShopNode</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\单节点图</HelpRef>         <RcImage Name="RCDATA_1187" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopBeamCol">         <Command>XSteel_DwgShopBeamCol</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\单节点图</HelpRef>         <RcImage Name="RCDATA_1188" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopMainSubBeam">         <Command>XSteel_DwgShopMainSubBeam</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\单节点图</HelpRef>         <RcImage Name="RCDATA_1189" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopBrace">         <Command>XSteel_DwgShopBrace</Command>         <HelpRef>钢结构详图\单节点图</HelpRef>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_1190" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopColBaseAndOther">         <Command>XSteel_DwgShopColBaseAndOther</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\单节点图</HelpRef>         <RcImage Name="RCDATA_1191" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopPortal">         <Command>XSteel_DwgShopPortal</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\单节点图</HelpRef>         <RcImage Name="RCDATA_1192" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAll">         <Command>XSteel_DwgShopNodeAll</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全节点图</HelpRef>         <RcImage Name="RCDATA_1193" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAllBeamCol">         <Command>XSteel_DwgShopNodeAllBeamCol</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全节点图</HelpRef>         <RcImage Name="RCDATA_1194" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAllMainSubBeam">         <Command>XSteel_DwgShopNodeAllMainSubBeam</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全节点图</HelpRef>         <RcImage Name="RCDATA_1195" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAllBrace">         <Command>XSteel_DwgShopNodeAllBrace</Command>         <HelpRef>钢结构详图\全节点图</HelpRef>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_1196" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAllColBaseAndOther">         <Command>XSteel_DwgShopNodeAllColBaseAndOther</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全节点图</HelpRef>         <RcImage Name="RCDATA_1197" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeAllPortal">         <Command>XSteel_DwgShopNodeAllPortal</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\全节点图</HelpRef>         <RcImage Name="RCDATA_1198" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTable">         <Command>XSteel_DwgShopNodeTable</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点表</HelpRef>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTableBeamCol">         <Command>XSteel_DwgShopNodeTableBeamCol</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点表</HelpRef>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTableMainSubBeam">         <Command>XSteel_DwgShopNodeTableMainSubBeam</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点表</HelpRef>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTableBrace">         <Command>XSteel_DwgShopNodeTableBrace</Command>         <HelpRef>钢结构详图\节点表</HelpRef>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTableColBaseAndOther">         <Command>XSteel_DwgShopNodeTableColBaseAndOther</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点表</HelpRef>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopNodeTablePortal">         <Command>XSteel_DwgShopNodeTablePortal</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点表</HelpRef>         <RcImage Name="RCDATA_606" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_BeamSection">         <Command>XSteel_BeamSection</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\梁断面图</HelpRef>         <RcImage Name="RCDATA_BEAM" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_BeamDef">         <Command>XSteel_BeamDef</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\U型梁挠度</HelpRef>         <RcImage Name="RCDATA_580" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_BeamCrack">         <Command>XSteel_BeamCrack</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\U型梁裂缝</HelpRef>         <RcImage Name="RCDATA_615" />       </MenuMacro>              <MenuMacro UID="ID_XSteel_MateiralStatistics">         <Command>XSteel_MateiralStatistics</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\材料统计</HelpRef>         <RcImage Name="RCDATA_555" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_FindNode">         <Command>XSteel_FindNode</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\节点查找</HelpRef>         <RcImage Name="RCDATA_362" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_MoveLabel">         <Command>XSteel_MoveLabel</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\移动标注</HelpRef>         <RcImage Name="RCDATA_622" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_MSXT">         <Command>XSteel_MSXT</Command>         <HelpString UID="XLS_0000">锚栓详图
XSteel_BGJH	标构件号
XSteel_HFHZH	焊缝绘制
XSteel_ZDHZLLT	自动布梁檩托
XSteel_JHHZLLT	交互布梁檩托
XSteel_SCLLT	删梁檩托
XSteel_ZDHZZLT	自动布柱檩托
XSteel_JHHZZLT	交互布柱檩托
XSteel_SCZLT	删柱檩托
XSteel_DGTJLT	单个添加檩托
XSteel_DGSCLT	单个删除檩托
XSteel_DGYDLT	单个移动檩托
XSteel_DGFXLT	单个檩托反向
XSteel_DrawElevationDtl	绘制单榀框架详图
XSteel_DrawElevation	绘制单榀框架简图
XSteel_ParaDTCS	<RcImage Name="RCDATA_WINCAS" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgShopModify">         <Command>XSteel_DwgShopModify</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_WINCAS" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgDetailMembAll">         <Command>XSteel_DwgDetailMembAll</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\构件图</HelpRef>         <RcImage Name="RCDATA_BEAM" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgDetailMembBeam">         <Command>XSteel_DwgDetailMembBeam</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\构件图</HelpRef>         <RcImage Name="RCDATA_BEAM" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgDetailMembCol">         <Command>XSteel_DwgDetailMembCol</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\构件图</HelpRef>         <RcImage Name="RCDATA_BEAM" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DwgDetailMembBrace">         <Command>XSteel_DwgDetailMembBrace</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\构件图</HelpRef>         <RcImage Name="RCDATA_BEAM" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ExportTekla">         <Command>XSteel_ExportTekla</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_575" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ViewSetting">         <Command>XSteel_ViewSetting</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\显示开关</HelpRef>         <RcImage Name="RCDATA_277" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_NodeToolBox">         <Command>XSteel_NodeToolBox</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>节点工具箱\工具箱</HelpRef>         <RcImage Name="RCDATA_347" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_ParameterNode2">         <Command>XSteel_ParameterNode2</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>节点工具箱\节点参数</HelpRef>         <RcImage Name="RCDATA_301" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_Design2">         <Command>XSteel_Design2</Command>         <HelpString UID="XLS_0000\"/>         <HelpRef>节点工具箱\节点设计</HelpRef>         <RcImage Name="RCDATA_507" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_RecoModel">         <Command>XSteel_RecoModel</Command>         <HelpString UID="XLS_0000\"/>         <HelpRef>读取Cad图纸\模型识图</HelpRef>         <RcImage Name="RCDATA_BUILDUP1" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_RecoNode">         <Command>XSteel_RecoNode</Command>         <HelpString UID="XLS_0000\"/>         <HelpRef>读取Cad图纸\节点识图</HelpRef>         <RcImage Name="RCDATA_263" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DetailRead">         <Command>XSteel_DetailRead</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\读旧数据</HelpRef>         <RcImage Name="RCDATA_NEW" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DetailLoad">         <Command>XSteel_DetailLoad</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\导入模型</HelpRef>         <RcImage Name="RCDATA_703" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DetailNumber">         <Command>XSteel_DetailNumber</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\重排编号</HelpRef>         <RcImage Name="RCDATA_611" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DetailDwg">         <Command>XSteel_DetailDwg</Command>         <HelpString UID="XLS_0000"/>         <HelpRef>钢结构详图\生成图纸</HelpRef>         <RcImage Name="RCDATA_WINCAS" />       </MenuMacro>       <MenuMacro UID="ID_XSteel_DetailExportTekla">         <Command>XSteel_DetailExportTekla</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_575" />       </MenuMacro>       <MenuMacro UID="ID_stdplan_drawjc">         <Command>stdplan_drawjc</Command>         <HelpString UID="XLS_0000"/>         <RcImage Name="RCDATA_BEAM_" />       </MenuMacro>       <MenuMacro UID="ID_SetAtUpperLayer">         <Command>SetAtUpperLayer</Command>         <HelpString UID="XLS_0000">上一层
